Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,1072.355
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,1236.166
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,1553.715
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,424.721
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,859.747
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,1014.311
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,1187.642
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,1602.189
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,424.721
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,936.689
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,1045.011
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,1151.84
Market,"Commodity balances, volume",Beef and veal,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,1370.143
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,3.254
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,7.409
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,8.348
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,9.323
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,11.505
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,3.254
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,6.833
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,8.002
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,9.258
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,12.058
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,3.254
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,6.994
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,7.743
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,8.54
Market,"Commodity balances, volume",Beef and veal,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,10.192
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,12.241
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,20.106
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,22.409
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,24.472
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,27.665
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,12.241
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,18.559
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,20.524
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,22.709
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,27.61
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,12.241
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,19.076
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,20.05
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,21.135
Market,"Commodity balances, volume",Beef and veal,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,23.331
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,170.101
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,391.659
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,472.976
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,554.984
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,718.381
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,170.101
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,361.936
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,435.372
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,522.269
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,744.778
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,170.101
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,377.442
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,434.081
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,491.21
Market,"Commodity balances, volume",Beef and veal,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,608.623
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,143.078
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,323.662
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,392.391
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,463.998
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,617.174
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,143.078
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,299.678
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,365.013
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,440.697
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,626.566
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,143.078
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,327.219
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,381.968
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,438.139
Market,"Commodity balances, volume",Beef and veal,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,559.068
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,27.706
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,66.654
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,77.899
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,90.724
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,120.355
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,27.706
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,64.656
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,76.278
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,89.508
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,121.504
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,27.706
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,69.499
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,78.718
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,88.519
Market,"Commodity balances, volume",Beef and veal,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,109.3
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,24.765
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,50.18
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,58.194
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,66.38
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,82.423
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,24.765
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,48.907
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,57.359
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,66.66
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,88.463
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,24.765
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,53.37
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,59.658
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,65.653
Market,"Commodity balances, volume",Beef and veal,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,77.87
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,7.797
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,9.974
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,10.098
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,10.193
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,10.256
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,7.797
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,10.018
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,10.316
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,10.484
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,10.55
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,7.797
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,11.458
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,11.489
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,11.34
Market,"Commodity balances, volume",Beef and veal,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,10.86
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,35.64
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,91.363
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,109.938
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,129.553
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,172.114
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,35.64
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,85.458
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,103.738
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,125.041
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,179.594
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,35.64
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,91.431
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,105.265
Market,"Commodity balances, volume",Beef and veal,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,119.84
