Domain,Area,Item,Year,Unit,Value,Flag Description
Producer Prices - Annual,Australia,"Meat, goat",2002,USD,984.5,Official data
Producer Prices - Annual,Australia,"Meat, goat",2003,USD,1087.6,Official data
Producer Prices - Annual,Australia,"Meat, goat",2004,USD,1315.7,Official data
Producer Prices - Annual,Australia,"Meat, goat",2005,USD,1483.8,Official data
Producer Prices - Annual,Australia,"Meat, goat",2006,USD,1797.5,Official data
Producer Prices - Annual,Australia,"Meat, goat",2007,USD,1877.7,Official data
Producer Prices - Annual,Australia,"Meat, goat",2008,USD,1644.9,Official data
Producer Prices - Annual,Australia,"Meat, goat",2009,USD,1403.1,Official data
Producer Prices - Annual,Australia,"Meat, goat",2010,USD,2072.2,Official data
Producer Prices - Annual,Australia,"Meat, goat",2011,USD,3420.4,Official data
Producer Prices - Annual,Australia,"Meat, goat",2012,USD,2745.9,Official data
Producer Prices - Annual,Australia,"Meat, pig",1991,USD,1724.6,Official data
Producer Prices - Annual,Australia,"Meat, pig",1992,USD,1440.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",1993,USD,1300.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",1994,USD,1356.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",1995,USD,1278.7,Official data
Producer Prices - Annual,Australia,"Meat, pig",1996,USD,1325.7,Official data
Producer Prices - Annual,Australia,"Meat, pig",1997,USD,1697.4,Official data
Producer Prices - Annual,Australia,"Meat, pig",1998,USD,1242,Official data
Producer Prices - Annual,Australia,"Meat, pig",1999,USD,1202,Official data
Producer Prices - Annual,Australia,"Meat, pig",2000,USD,1263.3,Official data
Producer Prices - Annual,Australia,"Meat, pig",2001,USD,1163.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",2002,USD,1327.3,Official data
Producer Prices - Annual,Australia,"Meat, pig",2003,USD,1406.7,Official data
Producer Prices - Annual,Australia,"Meat, pig",2004,USD,1591.5,Official data
Producer Prices - Annual,Australia,"Meat, pig",2005,USD,1777.8,Official data
Producer Prices - Annual,Australia,"Meat, pig",2006,USD,1722.9,Official data
Producer Prices - Annual,Australia,"Meat, pig",2007,USD,2067.7,Official data
Producer Prices - Annual,Australia,"Meat, pig",2008,USD,2002.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",2009,USD,2324.9,Official data
Producer Prices - Annual,Australia,"Meat, pig",2010,USD,2648.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",2011,USD,2771.6,Official data
Producer Prices - Annual,Australia,"Meat, pig",2012,USD,2758.3,Official data
Producer Prices - Annual,Australia,"Meat, pig",2013,USD,2533.2,Official data
Producer Prices - Annual,Australia,"Meat, pig",2014,USD,2370.7,Official data
Producer Prices - Annual,Australia,"Meat, pig",2015,USD,1955.5,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1991,USD,4225.6,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1992,USD,4422.7,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1993,USD,4000.6,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1994,USD,4097.8,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1995,USD,3831.3,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1996,USD,3301,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1997,USD,2919.1,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1998,USD,3140.8,Official data
Producer Prices - Annual,Austria,"Meat, cattle",1999,USD,2910.4,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2000,USD,2571.1,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2001,USD,2138.9,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2002,USD,2456.4,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2003,USD,2968.3,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2004,USD,3265.6,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2005,USD,3681,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2006,USD,3851.3,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2007,USD,4064.9,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2008,USD,4672.8,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2009,USD,4334.3,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2010,USD,4185.2,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2011,USD,4907.2,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2012,USD,4933.9,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2013,USD,5018.9,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2014,USD,4869.1,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2015,USD,4247.7,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2016,USD,4137,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2017,USD,4361.1,Official data
Producer Prices - Annual,Austria,"Meat, cattle",2018,USD,4579.9,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1991,USD,2210.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1992,USD,2350.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1993,USD,2218,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1994,USD,2260.6,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1995,USD,2387.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1996,USD,2419.1,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1997,USD,2134.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1998,USD,2072,Official data
Producer Prices - Annual,Austria,"Meat, chicken",1999,USD,1908.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2000,USD,1679.9,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2001,USD,1737.6,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2002,USD,1822,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2003,USD,2162.4,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2004,USD,2402.6,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2005,USD,2384,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2006,USD,2408.6,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2007,USD,2696.3,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2008,USD,2978,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2009,USD,2790.9,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2010,USD,2666.1,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2011,USD,2865.1,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2012,USD,2793.3,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2013,USD,3117.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2014,USD,3101.9,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2015,USD,2343.5,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2016,USD,2313,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2017,USD,2345.1,Official data
Producer Prices - Annual,Austria,"Meat, chicken",2018,USD,3224.8,Official data
Producer Prices - Annual,Austria,"Meat, pig",1991,USD,2280.2,Official data
Producer Prices - Annual,Austria,"Meat, pig",1992,USD,2513.3,Official data
Producer Prices - Annual,Austria,"Meat, pig",1993,USD,2102.8,Official data
Producer Prices - Annual,Austria,"Meat, pig",1994,USD,2332.4,Official data
Producer Prices - Annual,Austria,"Meat, pig",1995,USD,1949.1,Official data
Producer Prices - Annual,Austria,"Meat, pig",1996,USD,2071.5,Official data
Producer Prices - Annual,Austria,"Meat, pig",1997,USD,1872.3,Official data
Producer Prices - Annual,Austria,"Meat, pig",1998,USD,1311.1,Official data
Producer Prices - Annual,Austria,"Meat, pig",1999,USD,1169.9,Official data
Producer Prices - Annual,Austria,"Meat, pig",2000,USD,1268.1,Official data
Producer Prices - Annual,Austria,"Meat, pig",2001,USD,1480.1,Official data
Producer Prices - Annual,Austria,"Meat, pig",2002,USD,1232.9,Official data
Producer Prices - Annual,Austria,"Meat, pig",2003,USD,1365.6,Official data
Producer Prices - Annual,Austria,"Meat, pig",2004,USD,1688.7,Official data
Producer Prices - Annual,Austria,"Meat, pig",2005,USD,1741,Official data
Producer Prices - Annual,Austria,"Meat, pig",2006,USD,1831.5,Official data
Producer Prices - Annual,Austria,"Meat, pig",2007,USD,1820.3,Official data
Producer Prices - Annual,Austria,"Meat, pig",2008,USD,2241.2,Official data
Producer Prices - Annual,Austria,"Meat, pig",2009,USD,1931,Official data
Producer Prices - Annual,Austria,"Meat, pig",2010,USD,1827.7,Official data
Producer Prices - Annual,Austria,"Meat, pig",2011,USD,2113,Official data
Producer Prices - Annual,Austria,"Meat, pig",2012,USD,2197.1,Official data
Producer Prices - Annual,Austria,"Meat, pig",2013,USD,2283.7,Official data
Producer Prices - Annual,Austria,"Meat, pig",2014,USD,2122.8,Official data
Producer Prices - Annual,Austria,"Meat, pig",2015,USD,1597.1,Official data
Producer Prices - Annual,Austria,"Meat, pig",2016,USD,1659.2,Official data
Producer Prices - Annual,Austria,"Meat, pig",2017,USD,1870.6,Official data
Producer Prices - Annual,Austria,"Meat, pig",2018,USD,1770.6,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",1994,USD,556,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",1995,USD,459.2,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",1996,USD,566.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",1997,USD,654.9,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",1998,USD,737.9,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",1999,USD,764.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2000,USD,757.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2001,USD,758.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2002,USD,901.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2003,USD,1074.2,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2004,USD,1123.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2005,USD,1552.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2006,USD,1920.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2007,USD,2298,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2008,USD,2435.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2009,USD,2696,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2010,USD,2819.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2011,USD,3300,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2012,USD,3440.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2013,USD,3830.3,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2014,USD,4234.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2015,USD,3220.9,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2016,USD,2193.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2017,USD,2498.3,Official data
Producer Prices - Annual,Azerbaijan,"Meat, cattle",2018,USD,2705.9,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",1994,USD,1229,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",1995,USD,1111.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",1996,USD,1074.6,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",1997,USD,1279.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",1998,USD,1351.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",1999,USD,1299.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2000,USD,1269.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2001,USD,1191.9,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2002,USD,1214.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2003,USD,1254.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2004,USD,1477.6,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2005,USD,1599.3,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2006,USD,1892.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2007,USD,2032.3,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2008,USD,2405,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2009,USD,2837.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2010,USD,2894.2,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2011,USD,3250.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2012,USD,3271.2,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2013,USD,3231.2,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2014,USD,3202.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2015,USD,2471.3,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2016,USD,1623.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2017,USD,1783.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, chicken",2018,USD,2023.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2007,USD,4241.1,Calculated data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2008,USD,5111,Calculated data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2009,USD,5085.1,Calculated data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2010,USD,4673.8,Calculated data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2011,USD,4750.5,Calculated data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2012,USD,3529.6,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2013,USD,3896.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2014,USD,4526.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2015,USD,3630.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2016,USD,2331.2,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2017,USD,2640.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, goat",2018,USD,2823.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",1994,USD,623.6,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",1995,USD,988.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",1996,USD,996,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",1997,USD,1066.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",1998,USD,1430.6,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",1999,USD,845.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2000,USD,768.9,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2001,USD,744.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2002,USD,844.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2003,USD,932.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2004,USD,1009.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2005,USD,1291.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2006,USD,2377.3,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2007,USD,2182.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2008,USD,2521.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2009,USD,2625.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2010,USD,2653.7,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2011,USD,3203.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2012,USD,3309.4,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2013,USD,3699,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2014,USD,4079.8,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2015,USD,2928.1,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2016,USD,2444,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2017,USD,2614.5,Official data
Producer Prices - Annual,Azerbaijan,"Meat, pig",2018,USD,2647,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1991,USD,1475.6,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1992,USD,1386.4,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1993,USD,1415.3,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1994,USD,1392.6,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1995,USD,1440,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1996,USD,1387.8,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1997,USD,1367,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1998,USD,1279.2,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",1999,USD,1202,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",2000,USD,1169.9,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",2001,USD,1111,Official data
Producer Prices - Annual,Bangladesh,"Meat, cattle",2002,USD,1036.5,Official data
Producer Prices - Annual,Bangladesh,"Meat, chicken",1991,USD,1994.7,Official data
Producer Prices - Annual,Bangladesh,"Meat, chicken",1992,USD,1874.2,Official data
